major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Industrial Engineering,0,16,90.0,147.0,162.0,3.5,Arizona State University,0.7140000000000001
Computer Science,0,0,102.0,156.0,166.0,3.0,Arizona State University,0.746
Computer Science,0,0,97.0,162.0,166.0,3.5,Arizona State University,0.8220000000000001
Computer Science,0,0,105.0,151.0,164.0,3.5,Arizona State University,0.9109999999999999
Computer Science,0,0,107.0,154.0,163.0,3.0,Arizona State University,0.6968000000000001
Electronics & Communication,0,0,108.0,146.0,166.0,3.5,Arizona State University,0.7890999999999999
Electrical Engineering,0,0,117.0,162.0,164.0,5.0,Arizona State University,0.85
Comp Science/Comp Networks/Comp Engg,0,0,111.0,153.0,163.0,4.0,Arizona State University,0.8417
Mechanical Engineering,0,0,101.0,151.0,158.0,3.0,Arizona State University,0.8
Industrial Engineering,0,0,98.0,158.0,163.0,3.0,Arizona State University,0.774
Electronics and Communication,0,0,115.0,160.0,163.0,4.0,Arizona State University,0.9157
Computer Science,0,0,111.0,155.0,162.0,4.0,Arizona State University,0.75
Computer Science,0,60,95.0,145.0,165.0,3.0,Arizona State University,0.833
Computer Science,0,29,99.0,149.0,167.0,3.0,Arizona State University,0.7745000000000001
Computer Engineering,0,0,97.0,149.0,161.0,3.0,Arizona State University,0.859
Industrial Engineering,0,0,101.0,146.0,160.0,3.5,Arizona State University,0.7
Electrical Engg/ comp engg,0,0,92.0,150.0,163.0,3.0,Arizona State University,0.739
Computer Science,0,0,108.0,160.0,168.0,3.5,Arizona State University,0.75
Computer Engineering,0,30,111.0,158.0,162.0,3.0,Arizona State University,0.819
Electrical Engg/ comp engg,0,0,97.0,158.0,159.0,3.5,Arizona State University,0.8470000000000001
Electrical Engineering,0,0,115.0,168.0,167.0,4.0,Arizona State University,0.883
Electrical Engineering,0,0,107.0,156.0,166.0,4.0,Arizona State University,0.7202
Electrical and Computer Engineering,0,0,104.0,162.0,164.0,3.5,Arizona State University,0.71
Computer Science,0,0,110.0,154.0,170.0,4.0,Arizona State University,0.78
Industrial Engineering,0,0,106.0,158.0,161.0,3.5,Arizona State University,0.8391
Computer Science,0,0,110.0,156.0,161.0,3.0,Arizona State University,0.8099999999999999
Mechanical Engineering,0,30,90.0,148.0,167.0,3.5,Arizona State University,0.745
Electronics and Communication,0,0,113.0,161.0,159.0,3.5,Arizona State University,0.8699999999999999
Computer Science,0,0,101.0,148.0,156.0,3.0,Arizona State University,0.9075
Mechanical Engineering,0,0,103.0,156.0,163.0,3.5,Arizona State University,0.68
Electrical Engineering,0,0,115.0,155.0,162.0,3.5,Arizona State University,0.907
Computer Science,0,0,98.0,158.0,163.0,3.0,Arizona State University,0.8460000000000001
Computer Science,0,0,86.0,149.0,163.0,3.0,Arizona State University,0.8079999999999999
